Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2022-03-01,KO,62.13999938964844,62.75,61.5099983215332,61.970001220703125,59.27964401245117,15871100
2022-03-02,KO,62.22999954223633,62.880001068115234,61.779998779296875,62.43000030517578,59.71967315673828,17319100
2022-03-03,KO,62.61000061035156,63.02000045776367,62.290000915527344,62.470001220703125,59.7579345703125,21262800
2022-03-04,KO,61.459999084472656,62.59000015258789,61.20000076293945,62.56999969482422,59.85359573364258,17163000
2022-03-07,KO,62.0099983215332,62.06999969482422,60.720001220703125,61.08000183105469,58.428279876708984,29151400
2022-03-08,KO,61.45000076293945,61.540000915527344,58.59000015258789,58.65999984741211,56.113346099853516,30242100
2022-03-09,KO,59.81999969482422,59.84000015258789,58.65999984741211,58.959999084472656,56.40032196044922,23022700
2022-03-10,KO,58.47999954223633,58.65999984741211,57.5,57.880001068115234,55.36720657348633,20887300
2022-03-11,KO,57.959999084472656,58.849998474121094,57.86000061035156,57.91999816894531,55.40547180175781,19855600
2022-03-14,KO,57.970001220703125,59.040000915527344,57.970001220703125,58.540000915527344,56.42721176147461,17799400
2022-03-15,KO,59.08000183105469,59.88999938964844,58.97999954223633,59.619998931884766,57.46823501586914,18607200
2022-03-16,KO,59.779998779296875,59.939998626708984,58.61000061035156,59.459999084472656,57.314002990722656,17347300
2022-03-17,KO,59.459999084472656,60.13999938964844,59.22999954223633,60.09000015258789,57.921268463134766,15586200
2022-03-18,KO,60.29999923706055,60.29999923706055,59.709999084472656,60.099998474121094,57.930908203125,30197800
2022-03-21,KO,60.5,61.099998474121094,60.25,60.58000183105469,58.393585205078125,17440100
2022-03-22,KO,60.93000030517578,60.95000076293945,60.060001373291016,60.79999923706055,58.605648040771484,17559500
2022-03-23,KO,60.75,60.97999954223633,60.0,60.400001525878906,58.22008514404297,15529200
2022-03-24,KO,60.63999938964844,61.02000045776367,60.459999084472656,60.97999954223633,58.77914810180664,13151300
2022-03-25,KO,61.119998931884766,61.61000061035156,61.04999923706055,61.529998779296875,59.309303283691406,12259800
2022-03-28,KO,61.529998779296875,61.939998626708984,61.209999084472656,61.91999816894531,59.68522262573242,11485200
2022-03-29,KO,62.209999084472656,62.529998779296875,61.7400016784668,62.15999984741211,59.916561126708984,14720600
2022-03-30,KO,62.0099983215332,62.209999084472656,61.560001373291016,62.209999084472656,59.964752197265625,13641000
2022-03-31,KO,62.220001220703125,62.63999938964844,62.0,62.0,59.76233673095703,16822900
2022-04-01,KO,62.33000183105469,62.95000076293945,62.09000015258789,62.869998931884766,60.60093688964844,12644900
2022-04-04,KO,62.599998474121094,62.790000915527344,61.720001220703125,62.540000915527344,60.2828483581543,11505800
2022-04-05,KO,62.400001525878906,63.2400016784668,62.369998931884766,62.470001220703125,60.21537399291992,15721200
2022-04-06,KO,62.77000045776367,63.2599983215332,62.29999923706055,63.099998474121094,60.8226318359375,19267400
2022-04-07,KO,63.130001068115234,63.66999816894531,62.709999084472656,63.439998626708984,61.15036392211914,13960800
2022-04-08,KO,63.47999954223633,64.04000091552734,63.15999984741211,63.83000183105469,61.52629089355469,12703500
2022-04-11,KO,63.90999984741211,64.30000305175781,63.63999938964844,63.810001373291016,61.507015228271484,12720100
2022-04-12,KO,64.37999725341797,64.80999755859375,63.88999938964844,64.55999755859375,62.229942321777344,18089900
2022-04-13,KO,64.44000244140625,64.87000274658203,64.2300033569336,64.7300033569336,62.39380645751953,11883000
2022-04-14,KO,64.95999908447266,65.56999969482422,64.81999969482422,65.0199966430664,62.673336029052734,16388400
2022-04-18,KO,64.7699966430664,65.18000030517578,64.18000030517578,64.44000244140625,62.11427688598633,11679400
2022-04-19,KO,64.5,65.25,64.44000244140625,65.06999969482422,62.72153091430664,11993800
2022-04-20,KO,65.44000244140625,66.23999786376953,65.4000015258789,65.95999908447266,63.57941818237305,14827100
2022-04-21,KO,65.9800033569336,67.0,65.72000122070312,66.20999908447266,63.82038497924805,15120400
2022-04-22,KO,66.08000183105469,66.33999633789062,65.18000030517578,65.25,62.89503479003906,14902200
2022-04-25,KO,67.0,67.19999694824219,64.77999877929688,65.94000244140625,63.56014633178711,25082000
2022-04-26,KO,65.5199966430664,66.37000274658203,65.04000091552734,65.05000305175781,62.7022590637207,21982600
2022-04-27,KO,65.0,66.27999877929688,65.0,65.55999755859375,63.19384765625,16971000
2022-04-28,KO,64.66000366210938,66.27999877929688,64.5,66.19000244140625,63.80112075805664,22010600
2022-04-29,KO,65.87000274658203,66.02999877929688,64.48999786376953,64.61000061035156,62.278133392333984,20137100
2022-05-02,KO,65.27999877929688,65.30999755859375,62.58000183105469,63.439998626708984,61.15036392211914,24970300
2022-05-03,KO,63.720001220703125,63.939998626708984,62.66999816894531,63.08000183105469,60.80335998535156,21686300
2022-05-04,KO,63.0,65.12000274658203,62.939998626708984,65.02999877929688,62.6829833984375,19780200
2022-05-05,KO,64.69000244140625,65.02999877929688,64.01000213623047,64.51000213623047,62.1817512512207,20155200
2022-05-06,KO,64.19999694824219,65.30999755859375,64.06999969482422,64.73999786376953,62.4034423828125,18984000
2022-05-09,KO,64.47000122070312,65.36000061035156,64.04000091552734,64.61000061035156,62.278133392333984,20055300
2022-05-10,KO,64.5,65.31999969482422,63.849998474121094,64.01000213623047,61.699798583984375,21322200
2022-05-11,KO,64.33000183105469,65.19999694824219,63.959999084472656,64.30999755859375,61.98896408081055,19648400
2022-05-12,KO,64.16000366210938,64.52999877929688,63.209999084472656,64.51000213623047,62.1817512512207,22574700
2022-05-13,KO,64.80999755859375,65.80000305175781,64.12000274658203,65.72000122070312,63.34807586669922,16167000
2022-05-16,KO,65.44000244140625,66.37999725341797,65.44000244140625,65.95999908447266,63.57941818237305,13223200
2022-05-17,KO,66.0999984741211,66.0999984741211,65.01000213623047,65.77999877929688,63.40591049194336,21300600
2022-05-18,KO,65.41999816894531,65.5199966430664,60.959999084472656,61.20000076293945,58.9912109375,31437300
2022-05-19,KO,60.959999084472656,60.959999084472656,59.65999984741211,60.0,57.83451843261719,31493900
2022-05-20,KO,60.4900016784668,61.2400016784668,59.65999984741211,60.97999954223633,58.77914810180664,29133800
2022-05-23,KO,61.650001525878906,63.099998474121094,61.59000015258789,62.86000061035156,60.5912971496582,19406900
2022-05-24,KO,62.880001068115234,64.19000244140625,62.75,64.0199966430664,61.70943069458008,16154200
2022-05-25,KO,64.0,64.47000122070312,63.599998474121094,64.06999969482422,61.757625579833984,15360500
2022-05-26,KO,64.06999969482422,65.0999984741211,63.959999084472656,64.30000305175781,61.979331970214844,16159800
2022-05-27,KO,64.26000213623047,64.83000183105469,64.13999938964844,64.68000030517578,62.345611572265625,17709000
2022-05-31,KO,64.08000183105469,64.31999969482422,63.04999923706055,63.380001068115234,61.092533111572266,43159000
2022-06-01,KO,63.41999816894531,63.68000030517578,62.130001068115234,63.06999969482422,60.793724060058594,15408300
2022-06-02,KO,63.18000030517578,63.7400016784668,62.11000061035156,63.72999954223633,61.429893493652344,14586000
2022-06-03,KO,63.56999969482422,63.630001068115234,62.810001373291016,62.970001220703125,60.69732666015625,13539900
2022-06-06,KO,63.33000183105469,63.77000045776367,62.65999984741211,62.869998931884766,60.60093688964844,15112800
2022-06-07,KO,62.380001068115234,63.369998931884766,62.220001220703125,63.25,60.96722412109375,17886300
2022-06-08,KO,62.9900016784668,63.209999084472656,62.560001373291016,62.88999938964844,60.62021255493164,10211500
2022-06-09,KO,62.869998931884766,63.349998474121094,61.779998779296875,61.79999923706055,59.569557189941406,13382200
2022-06-10,KO,61.0099983215332,61.88999938964844,60.459999084472656,61.40999984741211,59.19363021850586,14967600
2022-06-13,KO,60.75,62.290000915527344,60.66999816894531,61.34000015258789,59.126155853271484,23064200
2022-06-14,KO,60.72999954223633,60.88999938964844,58.65999984741211,59.22999954223633,57.504798889160156,24620000
2022-06-15,KO,60.0,60.63999938964844,58.970001220703125,59.66999816894531,57.931983947753906,19684700
2022-06-16,KO,58.63999938964844,59.52000045776367,58.25,59.06999969482422,57.34946060180664,15053800
2022-06-17,KO,59.70000076293945,60.130001068115234,59.130001068115234,59.43000030517578,57.698974609375,34781900
2022-06-21,KO,59.4900016784668,60.880001068115234,59.0099983215332,60.70000076293945,58.93198013305664,17705000
2022-06-22,KO,60.599998474121094,61.45000076293945,60.31999969482422,61.150001525878906,59.368873596191406,15207100
2022-06-23,KO,61.29999923706055,61.90999984741211,61.22999954223633,61.880001068115234,60.07761001586914,17190900
2022-06-24,KO,62.11000061035156,63.060001373291016,62.11000061035156,63.040000915527344,61.203826904296875,18147100
2022-06-27,KO,62.97999954223633,63.290000915527344,62.630001068115234,62.90999984741211,61.07761001586914,12142100
2022-06-28,KO,63.08000183105469,63.7599983215332,62.11000061035156,62.279998779296875,60.46596145629883,13150100
2022-06-29,KO,62.540000915527344,63.11000061035156,62.43000030517578,62.72999954223633,60.90285110473633,11795500
2022-06-30,KO,62.31999969482422,63.11000061035156,62.15999984741211,62.90999984741211,61.07761001586914,15514200
2022-07-01,KO,63.119998931884766,64.44999694824219,62.81999969482422,64.37999725341797,62.504791259765625,15143200
2022-07-05,KO,64.18000030517578,64.18000030517578,62.41999816894531,63.279998779296875,61.436832427978516,15921200
2022-07-06,KO,63.599998474121094,64.08999633789062,63.189998626708984,63.40999984741211,61.563045501708984,13450500
2022-07-07,KO,63.2599983215332,63.58000183105469,62.70000076293945,62.90999984741211,61.07761001586914,14828400
2022-07-08,KO,63.029998779296875,63.41999816894531,62.880001068115234,63.13999938964844,61.30091094970703,11311500
2022-07-11,KO,62.9900016784668,63.459999084472656,62.59000015258789,62.939998626708984,61.10673141479492,12702100
2022-07-12,KO,63.0,63.45000076293945,62.470001220703125,62.66999816894531,60.84459686279297,14731100
2022-07-13,KO,62.33000183105469,63.0,61.97999954223633,62.380001068115234,60.56304931640625,13145300
2022-07-14,KO,61.33000183105469,62.25,61.29999923706055,62.18000030517578,60.368873596191406,14433000
2022-07-15,KO,62.75,62.970001220703125,62.06999969482422,62.5,60.67955017089844,21968400
2022-07-18,KO,62.52000045776367,62.560001373291016,61.5099983215332,61.650001525878906,59.854312896728516,10780800
